app_id,content,stars
1450,"Good but need to translate the messages",3
1811,can i change to english?,3
487,Its really good app. An app that brings people of different race s together. The most feature of this app that make me fall in love with is the high definition pictures display. Every members profile picture is so clear that u don't need to zoom before you identifies who u are charting with. The app...,1
1288,"Good for a free site. You could still help those not able to pay be adding more to the daily limit for sending messages. I hope to meet my wife here soon",5
961,Um Creator? I liked this game its just like Pugs mobile but it needs more updates.... Number 1: it can't prone or something. Number 2: pls. add some grass to hide. Number 3: it can't drop the item that you wanted to drop Number 4: No Helmets aww men Number 5: No inventory aww men Number 6: Erase the...,3
1224,Haven't had a chance to actually experience the game due to the message 'waiting for 20 players' being stuck on my screen even after the starting arena and there also does not appear to be a shoot button,1
1361,A very nice game ... But the map is little bit small..,4
917,Don't ever get this app it is polluted with nothing but prostitutes/escorts that want nothing but your money when you are allready gonna be paying money to activate the apps functions. You can never find anyone close to you and when you do they're a prostitute. So fed up with this app the developers...,1
580,"For a first impression it's pretty bad. The app is covered in fake profiles hard to tell what is and isn't real. Filters are ignored completely and swooping doesn't seem to remove any one from your viewing pool. Unfortunately I paid for a subscription and feel like I wasted my money as I stopped u...",1
397,Everytime I try to upload a photo it say there is a error. Can't use the app until I upload a photo.,1
598,"Rip off. I used this app flawlessly for about 6 months. Figured I would try the paid feature for one month. A few days after I paid  my account was blocked for ""terms violation"". No explanation  no email with the issue. Just blocked my account with no refund. I emailed the company and nothing so f...",1
1202,"The changed the match percentages a while back and now it will tell you that you are an 85% match when you disagree on more than half of the answered questions. Constant results outside of local area I would rather see no one than some 100 miles away. Now they have made it so you cant hide someone ...",1
538,"I've used this app on and off for a few years. Have met a few partners through it too but it's changed. 10 likes every 12 hours and don't get me wrong it's an app and wants to make money that's fine. But when you limit likes to 10 every 12 hours and then have the gall to charge $25 for more like...",2
1146,It's nice but chatting is too expensive worst if calling can't afford keep topping up 😔😔,3
880,"For me it's completely useless all about money after you sent message to the girl you like",1
83,"When I started to use this app there are a lot of people asking you to take off ur clothes giving money to you if you take some sexy photo and send them to him asking you whether you want to watch some sex video...",2
1397,"Great idea good controls nice graphics bad AI HORRIBLE matchmaking. I'm playing with two people with max HP of 200 and we get paired against people with 450 HP and one-shot you every time. I had to hit them 7 times to kill them. O was planning to pay a few $ just for fun but now I'm sure I won'...",1
1698,"They were fine The problem was the skins and guns to get guns / skins you had to waste alot of time just to complete the parts to unlock it please make it no parts and you can buy them anytime you want thanks for reading",2
1076,"It's a nice game but I don't like the way my server work I just come in to a game and my screen says it's still loading I go to task manager go back and I am forced out the game",2
1098,This is not a dating app It is a online sex booking app please those be careful....🖕🖕🖕👿👿👿,1
1788,It's been a week and my photo is still pending to be verified. Same gripes and complaints as anyone who is using this app. My only issue is the bots and the long wait time for anything to be approved and verified. Other then that I am ok with it.,3
903,"Loved the browsing, but hated that it wouldn't let me message anyone. It kept saying profile pending. After hours it still was pending. So it's a no for me",4
366,"Filled everything out and set up my profile had to wait till it was verified before I can talk to people which is ok. The next day I was verified but soon as I signed in all my info had vanished. Do to fix the problem I signed out but when I tried to sign back in I said my profile was deleted.........",1
350,Its alot of fun if you like scammers or men that don't know how to be a real sugar daddy. If you report member for being scammers then they block you from the site which at there request I started reporting. So FYI be careful. Because they will say it's a system error. I guess maybe the people that ...,1
434,I have not been able to upgrade even with upgrade cubes. I have an 80%chance and fail almost every time. I had 5 and failed all five. I am on the verge of uninstalling and letting people know to also uninstall. It is very frustrating to play to build and can't. I had 5 cubes and failed every time ev...,2
1860,"I loved the game it captures the feel of COD and Titanfall But please add notch support for device with notch so we can enjoy full screen glory. And make the grinding a bit easier. Just started playing today and i bought the premium account!",5
1069,"The game is great slow paced great graphics easy to understand simple and intuitive menus cheap upgrades really great experience overall",5
518,"This game has made my quarentine less- boring and i have to say  critical ops is one of the best games i've ever played!!! But taking controls into consideration  the controls that i had set got changed suddenly and i had forgotten my previous setting .... It was a setting suitable for me ..i hope...",5
1241,"Might have given it 5 stars but the fact that almost 75% of the matches you play have a hacker (mainly aimbots) or/and a player using emulator takes all the fun from it and in rank matches if you face a hacker (Which you often do) you are doomed you cannot exit or play anything for the next 20 mi...",2
593,I love this game but the one thing om on the edge of deleting the game is the team in-game arranging teams because when I'm in a ranked game or dethmatch or defuse I always get really bad teammates or really good teammates and it's hard to play with bad people that don't help or listen to any plan a...,5
867,"Sama appka działa ale coś jest z nadawaniem programu na żywo nie tak jak trzeba. Raz działa a za chwile nie działa i tak w kółko. Poza tym ktoś specjalnie zakłóca nadawanie tak że nie ma ciągłości w nadawanym programie tylko są krótkie wstawki o innej treści. Wsyłałem już emaila do TVPinfo ale te...",1
276,Asking everyone to vote 5 stars to continue to read...,5
345,"As a artist i can appreciate tje beautiful graphics in this game you can tell the developer put alot of errfort in to this I love the robot i can see myself putting real money into this a offline mode would be great but with options like online highly recommend! This is a gem on Google play",5
1667,"Not bad game but still A lot of bugs with items descriptions and how actually they act. Consuming food item's they not restoring health as described, some meal weapons does less damage then described. Monsters do meal damage through distance. Fix them all and You'll get better rate.",2
377,3rd best zombie game I've played so far but what turns me down is the bags. Gotta agree its very limited and it's very difficult getting the parts because raiding is different from going to areas... There's a really annoying bug i found recenlty during a raid a reborn lurker was throwing grenades at...,3
1268,It's ok I guess. This game has potential but I don't like the fact that weapons are disappearing from workshop. How are you supposed to unlock more weapons if there just gonna vanish?,3
449,Nice graphics but if you wanna succesful in game you have to pay lots of money bcz in this game every succesful player bought bigger robots and this game should develop,2
357,NOTE to DEVs - Please Fix matching system. Sometimes I join Games that are already started for 1-2 mins already at 8:30 mins left. IT Is not fair. I would like to start at 10:00 clock same as everyone else. I understand if someone leaves there needs to be a spot to fill the empty games. I think it s...,5
1089,"Just gorgeous try it when you have time on your hands. Not like me. I should be learning for my finals... But it's just too good. It's exactly like counterstrike the maps are good (well except poolparty🤣) there is a huge variety of weapons and skins. Good graphics. Good controls (customizable). I ...",5
623,"Well you have to buy everything. Stupid idea for example you have money you have coins but you can't buy gun because you need some extra cards. They do everything to earn on you. Today there is also problem with wifi connection.",1
162,"Love this app met the expectation",5
95,"Edited my review. This game have lots of potentials. Unfortunately the developer does not listen to its users comments. The game lacks a lot of needed features such as user profiles statistics rankings and everything that motivates a player to play. It is just pointless battling with no goal (you...",1
9,"I love this game and all its aspects. The only feedback for the devs is that my audio sometimes bugs and there's no gunfire sound I'm running the latest android on a Sony Xperia XZ2. It would also be could to see a variety of riders to choose from or some customisation. Otherwise keep up the great...",5
209,This game runs horrible and lags the whole time. some times it will crash. it's not my phone or wifi.. if they fixed the problem I'd rate it higher. war robots run and world of tanks run so smoothly. but when I play this instant lag when the matches start... Please fix this,1
1253,"Very unstable game gam s will either drop or completely freeze or not load at all. Dev really need to fixe the game. Don't wasn't your time on this game until the devs decide to fix's all the issues.",2
1351,"Absolutely garbage, I don't understand how come every one is liking this game??. First I've played like 1 hour straight and couldn't find any real player!. Then the network crashes out of nowhere. What is this game??!!.",1
1082,"A bit fun but unfortunately aggressively pay2win. Here are 2 examples. Best ship around 65$(translated from local currency) 3 ammo types: 2 free third is purchased with gold and very OP. You can gain gold but in small tiny amounts so if you're not willing to pay a lot prepare to grind grind grind ...",1
1429,Best old ship game I have ever seen one of the best I've ever seen on phone lots of fun plenty of ways to advance without pay to win,5
1792,Very easy to use and new invitation designs available.,5
1893,Very Very bad and usless app,1
1227,Birthday & Reminders 2nd Review Update: Thank you below! Yes needs to work on Google Calendar 's. I have dates in both contacts list & this app. Tried app both ways do not appear as event on Google Calendar. Another app on here does. I will look it up if interested.,2
924,"Holiday and travel information for the first time in the morning of the game was very impressed with the latest version of the day and the other hand I have a look at the moment so I can see the full address of the most important thing is that the. . . . . . . . . . . . the same time as the first ...",5
166,"well this game got some potential... the graphics and the controls are good... reward money is fair enough... but 3 stars because there are no opponentsstorylineand events to be played here in this game...please add some more interesting features in the next update 'coz its a bit boring...i've fin...",3
1423,You need to add more variety of stages. Getting bored of the same levels..,3
1213,"Kinda handy click on date add note leave note dot on calendar click on dot read note leave as many notes as desired. put multiple notes on the same day if you wish add holidays as more notes if you feel that any holidays are missing. I downloaded it because one girl raved about her calendar...",5
549,特別難用,1
1347,"Really awesome. No matter I have paid for the similar app and which doesn't work for me and the developer doesn't reply on emails or on the store page I have installed this free app which works flawlessly. It's a pity that we can't send any money for this app. I would gladly pay. Thanks again �?",5
968,"good app  we should be able to send SMS via the app. presently it is not possible.",4
1004,Lit....thanks fer da update but we need something to bring them old playrs back i gots ideas for a different update...interested let me know...the more things u can bring back from what u took out would be betta cuz u took everything out that attracts game...yet the game is still awesome....good gra...,5
258,It needs more improvement like putting a trade to each other player so they can exchange items. go to jail those player who abuse in killing others. but this game is great i suggest you to install this game because its addictive. Thanks,4
518,"It needs improvement and add some functions like sit up down  jump",3
1621,"Very very convenient comprehensive all the required information are available no advertisement user friendly is a very good design app.",5
1802,Excellent thanks,5
1867,Best app good job,5
1184,"This is coolI have all package or bundles herethis app is really helpful for me to quickly and easy to get package and so on .In this way I have good experience with this .Thank you",5
978,Amazing hepling app it has a complete psl schedule that helps us to know about the match one can see the live score of and it has psl live update helpful app with so many features,5
1497,This game is good i am playing it by 4 years and i feel very exiting when i will be locking a new car i cant see the time because i gave full of my focus and concentration on this game i think when i will have to drive a car it will be very easier for me and i want to tell that to the gaming company...,5
651,This was my Favorite Racing Game when I was little and I didn't stop playing this game when I was little I play this everyday non-stop the controls are good and the graphics as well.i still play this game until today,5
1156,"I never knew i'd have such a wonderful experience like the one i'm enjoying now. Do not listen to any bad word about this gamei also did oncebut now .....thanks game makers looking forward to the update.",4
284,"Why is that most items are ""not found?"" If you're looking for me to make purchases you're aiming at the wrong crowd. While the game is enjoyable at times to play there are repeat profiles playing who are racking up the good valued chests. Are they your friends that you're allowing that? I wish I c...",1
1154,"I like the game alot. But i don't like the exagerated movement that is built into the game it sucks and is not realistic! My friends & i don't move around like that in real life? Totally unrealistic. Imo",4
482,Fun quick start up and clean graphics. Great job all around. Though my facebook sync made the app crash... may have been my phone idk just a note I thought would help the dev team. ✌�?�,5
1433,"I used to play this game few years ago and it is very smooth and compatible on my old phone. Now I downloaded this game again just to a bit of nostalgia on my current phone (which is in fact is more faster and powerful enough to run modern phone game) BUT IT IS SLOW AF IN THE MENU! I CAN'T EVEN SWI...",3
452,"This game is really FANTASTIC! from the graphics to it's gameplay absolutely INCREDIBLE!!! WHO SAY'S THAT IT IS BORING? IT IS NOT BORING IT'S BETTER THAN IDLE DEFENSE cuz it has a lot of turrets customize it's own ammunition with a lot of game modes randomly generated levels and not a PAY TO WIN.",5
71,Doesn't open. I enjoyed 20 minutes on thd opening spash screen watching the wheel turn before getting rid of it.,1
1623,Great visuals and user interface. The controls are a bit clunky and unresponsive so it's really hard to control. Also you can't do that vertical turn like nose up all the way then turn opposite or nose down all the way to turn. To turn is simply go hard left or hard right. But overall good game. Hey...,4
805,"I really like your game guys but I have some suggestions like more planes more online and offline missions and better war scennario graphics. And I have a complaint of your game too which is sometimes I fly lower my aim is stuck on the enemy plane it it just leads me to crash so fix it please. And...",4
1470,"I would love the game if it let me play more than one game.I have never stopped a game on my Just about the time I really start to enjoy the gameit goes back to home screen.VERY FRUSTRATING.If you could fix that One problem it would be perfect.It's the best game around.I would give it 5 Stars",4
1117,It's a cute game. I wish it were longer though.,5
1298,It is awesome the graphics are amazing,5
1719,The zombie are attacking long range,1
433,It is very nice..... I just started playing and it's so fun it reminds me of hill climb racer or whatever you say. It's just the game I've been looking for. I recommend you to download it. 😊,5
260,"Nothing new. Just repetitive levels again and again. Also the coins are rewarded which are barely used anywhere.",1
1667,I think that I love mr. Bean because this app is so great and I think it was so fun playing it and I will play it all the time I think it's kind of like fortnite how there's different tiers like how you can get more prizes but if you have the VIP pass you get more prizes than the other one so that's...,5
1233,"Pretty cool. Really fun to play. Awesome levels. But after awhile you can get bored of the game. But overall really good app.",4
672,�?�?�?�?�?�?�?�? I love you games and your game is so good and it's my time pass game and I love too much this game,5
3,"It's not reallistic by mean of worldno landing gearno rudderno flaps..Jet flies at 165 mph...Game with extraordinary features and great game play...Huge open worldfilled with wide open roads mountain hillsbest environment airplane....",5
622,City Airplane is very interesting game. Its has easy control nice graphics. I really enjoyed to play this game.,5
838,This airplane flight game is an amazing gameplay with awesome graphics and superb controls.. This game is gem! �?,5
96,"The game was pretty much okay I totally enjoyed. The only thing that makes this game so hard is that the way you aim the movements is ok BUT REALLY ITS SOOO HARD TO AIM PROPERLY especially when using laser weapons on my experience. So overall a very fun and I hope there will be more features like ...",4
1766,"seems unfinished to me game olay is slow and ona constantly lag game is weird to understand and the forced tutorial dosent help at all. graphics are dissapointing and gameplay in general is boring and takes no effort i honestly dont think it even matters if you aim directly? basically just fire a...",2
153,"Pretty good robot war game graphics not bad.",5
511,It looks so good the grafics is so great and it is my First time Playing this game and it is So COOL!,5
1488,Nice game but fix some things please then I will give 5 stars it takes to long to purchase motorbikes fix it and one mode it no working I changed my phone but steel it no working.,3
949,Level no 14 is the worst level in this game Because in which player riding bike in Full Speed but I am on last position that is why I am losing and not able to win this level,1
401,"Yesthese are the games for the ones who like chasing. Good features  graphics realistic etc.good days coming ahead bike racers.",5
103,Absolutely love this game so much!! Been playing it since 2017. Keep on downloading and deleting it so I can play again and again. Great job on everything!,5
657,"Wow this game is amazing ! I don't know what to say but why when I restart a level or pass a level the screen was black and nothing happens ! Please fix it",4
349,"I guess this game is the best..💗💗💗..but I have a request that please make the levels harder..pls ..I love this game...I get 3 star and the ""PERFECT"" written..💗💗💗💗I can pass any level easily..I am CONFIDENT about it.💗💗😊",5
493,"superb gameee. once i refuse to rating the game but at that time really my heart said to me really you are not gone rate this master piece??? i excuse to my heart and i am rating this game five star because it deserves nice work developers backgroud sound is awesome and relaxing. �?� keep it up and b...",5
220,"Excellent game does what is described in app bio. The graphics are very good .Game is easy to understand and difficult level is excellent keeping person for finding differences. �?",5
880,"I think this game is a very very nice and good for kids to lern so that why I love this good and nice gamethanks for you to help all the kids for lern very good.",5
1881,"My daughter loves this app but is sad that it doesn't save the stamps/stickers/items she earns through doing puzzles. Is there a way that these could be saved on her profile?",4
29,"Thank you so much for the app my nephew's going to like this. There's only one minor problem in my opinion; when you solve a puzzle or drag an object etc. the lion reads the name of the object aloud and that's your only chance to hear it; not very convenient for a kid that has never heard the wo...",5
796,My experience is so happy beacause this game is happy and scared because theres a zombie monster bird a wolf and im happy beacause i have a gem and gold like the real life because i love this game so much and i hope that this game is be world wide game and my wish i hope this game is give me a gem a...,5
1898,Great game except too much use for gems and far too few for gold coins; whereas coins are literally forced down your throat and gems on the other side of the balance.,4
483,Really great game. So glad I found the Ap.,5
420,I Am Senior players this game is very good for me,5
767,It's not good,1
436,Gg,5
647,Good game and easy to play,5
1387,"A nice game, I've played before and now I remembered.",5
843,"I just got this game and its pretty fun and simple and I like the concept. But the bugs on level 2 need to be fixed ASAP. when I want to speed up on the acelorator the game automatically makes me slide or jump. I'm still stuck on that level and I got it about 5 days ago. Please fix this. Thank you",3
1986,"It's a really good game! Really cool parkour moves and awesome graphics. And nice cutscenes. Nekki always adds cutscenes at the beginnings of their games for the characters backstory and why Vector is being chased and in shadow fight why and how he became a shadow fighter sooo... yeah. Point is it'...",5
412,It's a good game but I dont like the controls that much because when you sprint the control mistakes it for jumping and sliding or braking.,4
1987,"What ever packs i open, they are only boosting those equipments i don't use. What's the point in doing quests and getting keys if more than three fourth of the cards i get is useless. Also what's the point in having the guilded staff. I've did my best to upgrade it but no use. It's very difficult to...",5
181,"I hate the fact that response time is slow. I've lost lots of games because of this. Watching videos to get the bonus card sometimes the video plays and I dont get the reward because of an error. Sometimes the wrong command happens when I press the right key which is so terrible. Also, why cant we...",1
353,"Great graphics and music battles. But this game forces you to buy to win. If you're a ftp player you have to wait for 1 and half days to get a free pack to become stronger and you usually get common items. Coins and gems are few and rarely to get. There are other activities but it consumes more tim...",1
1424,"Very enjoyable ! It is however a time trap as I can easily spend a couple of hours in it without realizing it.",4
1167,Got what I was looking for! Challenging situations to reach the goal?,5
1583,"Love this app. Easy to use works well. Good selection of puzzles.",5
209,Best ACTION SHOOTER PERIOD! Fair upgrade costs great gameplay and u dont need to pay to win! I buy gold and for once I'm playing a game where in app purchases instantly make the game even better but still super fun even if u just take it time and power up for free!!!! BEST ARCADE SHOOTER ON MOBILE E...,5
380,I give this a 5 star because it's so fun so many guns to unlock and you can do so many modes like search and destroy and many other ones but I have never been able to do like search and destroy or some other ones I dont know why but other than it's an awesome action game,5
726,"So many adds If adds do not reduce to 1 per game I will delete it. At the moment it is 1 add every 15 seconds and the adds are for 30 seconds with 3 to 5 adds per game. Are there games that are add free.",1
1665,"Nice game gud graphics simple rules. I jux think the range is a little bit down",3
1256,Amazing game... Very nice and wonderful control....,5
1317,Sucks ass how are you supposed to run move and shoot at the same time? Is this for 3 handed people? Because for most people this is hard to control especially when theres others shooting at you and you have to react quicker so you have to keep switching from gun to turn. Idiots,1
645,Good but bullets are not enough when serious condition and controls are bad,4
1393,One of best games but is so easy and all levels are similar,4
817,Improve your settings..... control panel adjustment ist not there which helps to adjust a player according its own preference....... The weapons which are collected are not stored with the player and only one weapon which is in the hand of player is shown otherwise if the player has to choose it has...,2
156,Modern flag forces is very amazing game. This game is very popular used to all people.,5
1037,"Quite addicting and challenging game though you might have to spend some to get some decent guns and armors. Really nice game.",5
1337,It's very enjoyable game and you should have to download this game. I am enjoying this game nicely. This game is outstanding and fantastic. You too can play the game very easily.....,5
1494,It's hard to move around n the gun control is almost impossible. Yu cant even do a 360 degree turn,2
1305,What a marvellous game and I have done for you and I don't know how to get a new gun but it is easy to play with other guys,5
1778,"Its a good game for my two year old its helps her alot in making her to be aware of colours and shapes. My little girl really loves putting the shapes in to its righe character. She really enjoys playing the games all the time. She plays them everytime i come back from work. The games are really he...",4
757,"Very good interactive games for kids, very much educational and fun carrying games. To developer team: There must be option to reset the development done in the game so that more than once the same level could be played.",4
1480,"Good game. My kid really likes it. Hate to have to unlock them one every couple days bc my toddler isn't patient, but if you write a review it will unlock all of the games",3
392,Very very nice�?��?,5
205,"It was fun and addictive there's a lot of mode I love that you can just watch ads to make coins and there's good choice of buying premium that can be no ads and can be unlimited coins Only thing the controls is kinda hard. wish you make new one that can be edit.",5
1812,"This game is so fun I was looking for alternatives to gta and I'm so glad I found payback 2 plus after story mode there is a campaign that simulates its online mode the only issue I have is you can't change the bot difficulty on campaign.",5
876,"Very very nice game  this game is so cool  I very much like this game but I give only 4 star because there are no jump button and running button  every one download this game this game is so cool",4
1282,Its a great game. The thinking requirements for these levels are outstanding. You really get smarter when you play. And there is even more levels than ever! About 350 or so? It is really a great game and i recommend it,5
1580,The game opens then freezes now it's not opening at all! I miss the original cut the rope.,1
369,cant beat bamboo shoots level 11 on S10 5G due to the resolution. the bubble barely floats to the side of om nom when it should go in his mouth.,3
256,"I liked the game but after this time again and after the net is closed the game will not run when the net is not there so what to do now tell you",1
1642,Just ads are the main probably but it makes sense because it is a free game and it is worth it because there are so many different ways to complete one level,5
1544,"When the game came out in 2013 there were no ads. But getting it in 2020. The game is ad infested.",4
1672,"Having trouble with your app as alot of times refueling it only gives you so much fuel and then stops. There are also volume issues . You can't hear the battles. Been playing for over a year and getting bored with the same layouts. You guys need to come up with some different scenarios.",4
1560,I had played this game a year before. At that time it was nice but now too many ads had to been seen by us which made me dislike the game .1 or 2 ads enough but we had to see 17 -18 ads per gameplay.,1
1222,Well its really really really cute �? and addicting the grafics are pretty good the controls are good game play amazing ish I with I can do a 4 half 🤔 I really like it but do you like it? I do�?😣 please say you like it I do it's fun!!!!!!!,5
1400,It's a fun game to play but you buy most of the fun stuff,3
1521,"Loving everything about this game! At first I thought it was going to be totally complicated then when I did my first few battles I knew that this game in time would be so much fun. Somtimes I can't stop playing it sometimes when its time for dinner I take my tablet with me so I can keep playing! Y...",5
1710,"This game has a great theme: simply install parts onto a raw chassis and let it rip! Yet one defining flaw that renders the game imbalanced is the prestige system in matchmaking. When a player prestiges they keep the potentially powerful unlocks having a direct advantage over newcomers despite t...",3
600,"The game itself is really good. But there is an ad and its just that specific ad. That if i close it, it will get stuck at the screen i lost or won. And i have to restart the app. Its the dragon merge ad. Can you fix that please?",2
1353,"Great game over all but some weapons are underpowered and when you do the challenges for large amounts of free gems it wont gove it to you I tried doing the 25 moves in words with friends... I did it but didn't get the 226 gems I was promised",4
68,This game is not too good in this game we can't sit in cockpit . We can't turn our plane properly . In this game however we can't control the ruder & elevator properly . In this game some bulky planes can't be controlled properly in them yauing moment is more . And so many faults are there in this g...,1
609,"one star on everything... I mean the graphic is like a little game for kids the speed and the movement of the airplanes doesn't give you at all the sensation of a natural movement what a flight simulator is supposed to provide. the 2x speed option is representing exactly what I'm talking about. a...",1
210,Very surprised on how much fun this game is. Realistic but not overly complicated. I wish there were more arenas to fly and explore. And adding more flying boats like the Grumman Goose or Albatross would be exciting!,4
686,♥�? love this game..only one request. Can the blocks be unlimited? It would be better as I either keep spending 15 gems. Plus when I'm out of gems Its very hard to find gems as these gifts appear rarely and..I have to watch ads to fill the blocks or atleast can there be an option of (🎥 full inventor...,5
490,This game is the best really addicting soooo much fun my only problem is that its wayyyyyyyyyyy to glichy it toke me 20 mintues to make little hut everytime i walk or ill try to make something and press on a button it wont work i press on build it gliches for 2 mintues then it finally shows me huts ...,4
123,This game is really fun but when I watch ads to get gems thr ads only give me 7 or under gems can you make it so we get 10 gems if you did I would give you 5 stars but this games is still fun and can you add more horses into the wild but this game is still fun,4
319,"Sweet polished incremental game with big potential. Video ads WILL be a part of your life will the this game but the design. Weight and scaling of the rewards you get as well as the gameplay itself allows you to tailor plays to what you want to accomplish in the game. Aesthetics animations ch...",5
382,Too many ads but a great time killer,4
1334,"Fun game, lots of ads but if you're looking for a lazy game this is great. Just not sure how to get chests to appear after I missed the first one I saw. Haven't seen another since. : (",1
1650,"Good game, I just recently reinstalled the game. Some new levels would be great.",3
750,"EXCITING NEW FEATURES - A magical world with completely new graphics sound and gameplay elements - 6 ways to transform Om Nom into magical creatures along his journey - Complex boss levels that will challenge your candy-crunching rope-cutting skills - 160+ all-new puzzles with more coming soon! A...",5
1001,"This game is super fun and makes you work your brain I'm normally super good at puzzles and this game 🎮 makes me think, my daughter is also in love with it and really likes the little green guy. We sit as a family and play it i would highly recommend 👌",1
93,Fun and challenging only thing I didn't like is that it has way too many ads.,3
188,"This app has the absolutely worst servers of any game I've played. Loading gets stuck at 69% at least twice a week for the better part of a day. Then if you're luck enough to actually load in the game will DC in the middle of a match. I have superior wifi speed and connectivity. I can't imagine ha...",1
1055,Game is not fair. You need to spend alot of money to be on par with other players or it's not worth installing. If you want to spend alot of money this is the game for you. If you want to have fun this is not the game for you unless you buy. Not acfair game for those who dont buy. Look at all the ne...,1
1232,"Money pit falsely advertised as a ""strategy"" game. There is no strategy it's either completely random or insanely rigged. Anytime you get close to advancing a castle it shuts you down out matches you by multiple castles and player level. If you get lucky and still somehow are winning it times yo...",1
1212,It was a nice game but now I have realized that catapults and archers are not working and I have spent thousands to upgrade them. The bank facility should be made offline. Because the cost of upgrading soldiers is very very high and I wish that it would be great if you reduced the elephant's HP.,2
1911,"got hooked up already the time I downloaded it hopefully they put some things for gems on where to spent it and maybe you can put another building that called dojo wherein you can train troops to learn another weapon mastery or you can say special troop like in battle realms",5
1135,So far experience has been very pleasing the game is quite addicting. The only thing I can say is I wish they wouldn't make it so difficult to upgrade units,4
1794,"This game is so much fun but.. I don't recommend playing this I beated the game (levels) (I didn't do other things tho) but then it made me all over again to the start I have no idea why it just makes me so sad I tried so hard to get through every single level and it made me all over again it's j...",3
1349,"This game has been turned into a cash grab game. I played it years ago and achieved and unlocked everything. I installed it a few weeks ago. I paid to get the ad removal which was $3. After you beat the game you earn coins by planting in your zen garden then selling. The cost of the plants is 5k ...",1
1617,Have been playing for a week or 2 without problems. Upgraded to 9 slots for plants now the game shuts down when going to survival endless and the control responses have noticeably got worse. Tapping on plants and squares to put them game does t respond or takes a long time to do so. How can this be ...,3
1208,"I was almost done at the fog level when I next opened the app I was shockingly back at day 1.. fr dont know what happened but that's just rlly irritating.. (I didnt rename or do anything with the profile my progress was just suddenly gone)",2
479,"Super Duper Unbalanced Game Ever! I don't care fight with bot I don't care fight with good card. But you know what?! When my medal become 1200++ all the opponent card is 10! All card is level 10!! IS ALL FREAKING CARD IS LEVEL 10!! AND MINE JUST LEVEL 1-6 sometimes the bot medal is lower than me...",1
1346,I like this game even though there are lots of bad reviews ive already read. I still gonna rate this game a 5�?�?�?�?�?. And for those who said the common crate card is repeated use same card to upgrade your troops ok and remember patience is a virtue,5
764,"Edit: Spend money or suffer in despair. You might be able to win at first but the more you win the more screwed you are unless you spend money to try and keep up—the Ad rewards are negligible; strategy be damned. Also if you've got a limited high-speed data plan and have run out of the speed jui...",3
325,It often tells me I can't do things I absolutely can do. N it doesn't go to the column your working on finishing. Your trying to win quickly. it's like it's not working with you. other then that is fun!,3
1656,A very good game too play with your family and friends and the children and grandchildren that are in your family home evening and having fun with the card games on line.🇺🇸🌎�?�?😀📲,5
255,"Superb very interesting game. Just like the one on computer. Try it out",5
582,Love this app however...the app itself disconnects from internet forcing the match to end....it gives me an automatic win due to timeout and it throws off my true record...and numerous other users records....sometimes it disconnects after the first move...its annoying no pop up or warning... you fan...,3
520,"ha ha ha....... it is very easy to finish all level. I need more hardest level. Please add hard and more hardest level. Please please please then i will give you 5 star. . . . . Problem problem problem problem... It is a great app but Please add Save game option so that i can play again the pused g...",3
1200,"Save your time; this ends up being just another mindless violence centered time suck. The moment the map starts to fill up you're a target and if you haven't been obsessively building an army you're toast. You have to join or create an alliance and all they want to do is attack attack attack. Want...",1
1054,Everything is nice and it is a very different game. When I say different it means that it is a game of rich player people with thick pocket. I am not complaining but yeah this game make u realise u need one thing that is money . At some point u will find that u are trap in paywell. Means it takes we...,1
545,I love the game but the more I keep accidentally touching the ad with the light bulb the more I want to delete it every time.,3
1105,"It's fun and if you want you can click it really hard and a circle comes up and you put it in the color you chose then it's easier to color.",5
1256,I like it but why can't you add your own colors otherwise it is very FUN to play!!,5
1184,Nice game .. No Ads is best thing about it. But a few very frustrating issues are in it.,4
1181,Very entertaining i like it very much,4
673,I think players are conned with this game. You can quickly level up to a point. But when you purchase the second last available tank its power is significantly lower than previous tanks . Meaning you now have to build up your gold again to get the most expensive tank to complete the game. As you can...,3
681,"Whoever does the matching for the games is a FBR. Aiming is shoddy at best. Oh neither you or your target is moving? Let's just have you suddenly aim directly at the ground in front of you. Better yet let's have you suddenly aim at a mountain far off into the distance. Oh you're point blank? No wa...",1
1041,"World of Tanks is the BEST tank game! It offers the best graphics and tanks. The game is realistic and also educational I found out a lot about tanks. There are many kind of tanks: armoured lots of damage or mediums which are a bit of both. In this game all you have to do is pick the tank that su...",5
423,"You have many choices to play this game. You can camp in a good position to support the team by inflicting damage to the enemy or you can join the rest in defeating the opposite team with your maneuvers and techniques. Also you can pick a nation you want to grind first: USA Germany Soviet Union ...",5
620,"$200 to play. Now is that required? Nah I'm sure you can grind out all of that money and experience if you're dedicated enough. Oh wait you can't! You will actually be put into in-game debt to try and grind it without premium! But wait! Most of the time as you're learning you lose money with premi...",2
249,"Ok game so far however charging for crystals is lame. Can't upgrade towers past the first area because you need 600 crystals to unlock the upgrades and have to pay cash to get or wait a crazy amount of days to collect enough to unlock one or spend cash. Gems should be cash, not crystals.",3
654,This game is very well designed. But I hesitates to give it 5 stars due to ONE reason. I think the map isn't designed for 16:9 screen ratio? (correct me if I am wrong). This makes some part of the map outside of the screen while the battle is going on. Makes for a hectic scrolling.. this stresses me...,4
1617,"I like this game but I want some development. If it is developed I definitely download that",4
